V1,V2
guess now take chanc amp keep courtesi free seem cabin alway full,0
hour late flightr lost conect,0
min hold reserv line embarrass aa platinum member,0
love chang loung chees veggi oliv addit cracker snack mix,1
thank anoth method also nice appear design flaw,1
yes everi one everi flight like need velcro someth,0
pleas secur footrest shelf busi class a airplan httptcozlbvexmcj,0
forget fuel realiz cargo add plane one way tri mask delay,0
gate team polit plane habitu late flight mani case passeng wait flight crew,0
fuk u us airway yo shitti chicken salad sandwich overpr u fuke make wait hr layov fuk u,0
uncertainti know u run account u creat polici undu penalti job reqe flexibl,0
let us go runway mechan problem wewantcomp,0
wtf go dc bos twice go back back gate leav runway total bs,0
move tarmac delay unknown reason keep post,0
keep miss updat connect need make jax friend wed strandedattheairport,0
guy lose luggag suppos flight high disappoint med cloth,0
poor excus toward front plane sandwich pay,0
patient annoy book travel onlin make peopl wait phone,0
still yuma wait go look like might miss montereyregionalairport need option pleas,0
¡° thank feedback alan¡± thx help watch flt lve wopen seat wait hrs nxt flt,0
,1
still wait respons,0
call use credit fm prev cxl tix rebook onlinerep call quot k higher websit,0
basic stuck pay hidden fee bump inferior flight jetblu come usairway merger,0
oh ironi dog spot bark wait area now right front pleas send cocktail coupon stat,0
thank gate agent state colleg pa abl get earlier flight figur earlier connect,1
just think weird mileag,1
kid anxious husband sit current setup warn seat chang,0
guy switch inform chath,0
worst airlin everleft without luggag day submit expens offer refund badservic,0
app bad feel bad,0
still irrit well plan book return mess amp warn,0
probabl lose famili world travel custom due broken process hope can fix,0
yes thank never seen anyth like come yuma time big disappoint still wait,0
hear lot instead feedback get back home,0
ass backward process use credit flight even tri get hold custom relat imposs,0
destroy live eastern live littl event profit,0
hour cross countri morn flight food badservic,0
understood sympathet get back pay especi switch flight,0
bought ticket month ago seat togeth chang flight now kid seat scatter plane,0
person check peopl plane board minut tell peopl exec bene honor,0
cancel flightl due mainten plane hour get shit togeth lot peopl unhappi,0
year everi time us air someth happen sat wait reschedul flight hour say,0
switch american airlin flight choic now charg bag thought y merg,0
flight cost just happen fli problem come us time,0
got philli monday got final destin south carolina wednesday accept,0
hour now still one yuma counter,0
now peopl line stupid heck,0
peopl line wait minut custom servic repres,0
feel sorri aa,0
one yuma ticket counter minut peopl line terribl servic,0
amaz day delay hrs bc frozen ho plane now sit gate plane min still wait flight,0
stuck philadelphia airport hour due mainten dread flight back home disgust,0
sincer regret dividend mile good thing come end,0
thank,1
thank tell flight time plane broken inferior airlin,0
call resolv dividend mile issu week avail pleas advis asap,0
final answer rude help,0
success made flight pleas thank crew great time recoveri,1
far good week sav clt board departur time first time week perhap time departur,1
hold min count caus charg credit card bag provid receipt said error aw,0
still sit feel bad handl,0
lilli m sju check fabul,1
just hold two hour got hung oh god,0
phone hold min tri speak agent chang reserv onlin sigh badcustomerexperi,0
now thank,1
music hold hour tri get aadvantag membership merg can someon pleas call asap,0
sorri meant flight suppos depart now say issu,0
move seat bought month ago happen far often,0
chang name d awesom also plane smell like onion ring,0
tbt everi day,1
issu flight jax delay tonight,0
got rebook sent a wrong gate travel back b correct flight tiredampfrustr,0
dl send ethan new pant white reviv laundri tab great guy good crew just err singl,1
updat flight philli la sit gate close hour,0
price honor ive wait hour hold make sure can still get price origin start,0
thank refund bag fee look forward return today hope,1
happen phl lax now hr delay poor communic,0
stuck phx overnight servic get wors fli southwest now,0
left us stay flight got bag suck run babi bag,0
pass frustrat hour ago ask get first plane sat hour,0
thank,1
anoth bad experi today frozen pipe miss connect,0
cours yeah travel gotten harder ask passeng switch fact attitud,0
never imagin hard spend money us air stubborn hope someon come back phone,0
found great price thru us air honeymoon websit wont work hold hour now told min,0
flight phf clt termin get plane yet need get iah flight,0
can hold two seat flight phx las delay flight go arriv time,0
chairman st class flight today system cancel flightl ticket kick st,0
hold minut just get receipt know guy busi think time higher staff,0
thank hour layov la ice cake least staff courteous help unreal,1
yeah expect hour,0
wish fli cancel flightl flight tomorrow never notifi us flyus ripoff,0
mphx im still plane wait wait,0
tri merg freq flyer acct keep get error messag machin call provid help,0
hold now captain late flight bag fit,0
,0
thank slow inbound plane need worri eyw late flight great holz ahead cheer,1
turn seat cushion clean area pleas explain issu,0
book seat end last row label occupi play music chair min unaccept,0
phone support rebook orig flt late flight made,0
kudo phone support charlott gate staff,1
say direct correl flightd chanc replac case know cost airlin less,0
afternoon confer las vega rather plan ahead run thru airport attempt,0
tri now stuck tarmac wait gate may miss connect,0
thought move lot busi first impress count glad mile cash,0
flight delayedconnect help flight help via email,0
hey just let know worst fuck servic ever use thank noth,0
part tri call cust serv system hung twice system issu pleas advis,0
wife tri check flight tonight rswwebsit allow say must go airport part,0
thank switch american httptcoslbdrxfn,0
preciat cant get plane speak w agent wont come plane knoxvill,0
just call reserv chang just abl put note res problem tsa,0
delay tys like gonna miss connect clt cun gotta get today can help,0
plz plz plz hold eyw phl gtclt sooo late flight gonna miss connect s th gth,0
hate,0
passeng just maiden name end last name onlin flight book problem yes understand non transfer,0
understood us airway get tsa problem,0
paid seat expect abl use full seat,0
passeng larg put armrest now use part seat recours nothappi,0
just told code upgrad clear purchas seat mile refus downgrad ripoff,0
gate agent said book full sorri ticket st class seat call custom servic land,0
empti st class chairman move due silli award travel rule trump common sens custom servic fail,0
airlin open sooner confid booster,0
check last night airport supervisor w board pass a board today seat chang f happen,0
new problem wrong last name reserv airway fix new get tsa,0
cardhold fli us airway advantag card frustrat,0
worst trip littl custom servic,0
test patienc even shall say morn wait hour gate find gate agent am,0
fli manchest intern philadelphia get email delay inform connect flight,0
thank cincyjust land add frequent flyer mile account long incred frustrat day,0
credit card statement receiv anyth way look,0
wait hold long wait hold forev never receiv confirm st place help,0
deal w solv prob team creat manch nh staff clear cteam btw notevenjv,0
,1
unfortun doubt consist subpar servic improv merger usairway,0
thank fill claim hope bag tomorrow,1
cancel flight flight love anoth flight forgot bag,0
done,1
told ticket expir never recvd notic expir suck paid k mile amp tckt,0
captain flight phxphl tonight hilari greet pointi end airplan haha thank,1
worst custom servic still provid answer even drove back clt airport rude amp unaccept fail,0
run patienc sit bus without air front plane communic anyonemin,0
delay cancel flightlat doubl layov hour late flightr least get extra dividend mile,0
take origin flight suppos arriv last night pm today get til,0
sit minut runway dca gate full earli land late flight flight,0
flight let us plane pleas go gate absurd,0
trip row miss luggag just like last time pay baggag transport,0
lost luggag yay,0
realli frustrat endless wait phl ground crew taxi us pm night take long,0
thank call p redirect flight p smoothoper,0
just bad custom servic experi can help,0
tri reach dividend mile extend ticket last day call get messag call back,0
airlin misplac airlin attend reagan airport sinc pm cinci delay tri find,0
flight final arriv charlott book luggag thru lga room flight mess,0
hold hour still know bag refund flight weather,0
,0
wife flight chang due weather now cant checkin return flight fail possibl usair cancel flightl,0
thank fix hour delay,1
yup minut limit wait hold thank noth,0
patienc accept httptconpsuejdc,0
flight hrs amp flight attend flight freaki coincid plus side great,1
land safe everyth work,1
can explain hold hour dumb use differ airlin wth,0
use even flight dcadsm earli return now middl work day inconveni,0
delay max,0
sunday wait see,1
well nofun nocustomerservic onhold tri make reserv nothappi httptcommmqffa,0
take longer get gate flight take minut fli time minut runway far,0
attempt ckin flight day site unabl retriev detail call twice disconnect,0
email week ago still noth,0
will pay anyth chang flight help,0
yeah guy just told call websit book book websit unaccept,0
still wait captain report call time get ground crew still sit runway evenl flightr,0
real mvp hold flight connect philli tampa,0
final rectifi flight situat thank,1
time today phl nice work thereisafirstforeveryth,1
like lost busi terribl experi mani time stuck tarmac last min cancel flightl flight done,0
day find bag anywher bc say never scan amp technic never left lax,0
ground crew dca alreadi late flight arriv evenl flightr,0
told tough break unaccept even tell bag,0
ice cream front solid,1
shout pilot fc attendanteliz us super strong crosswind land eliz super job throughout,1
now tell correct tag luggag luggag appar la charlott ok,0
softwar broken call custom support fix like said earlier yell develop,0
doubl book spoke cs got plan fix still amateur mistak never happen,0
hey guy due horribl custom servic issu way can get check bag credit,0
delay day weather top got yell late flight notifi time chang welldon,0
great experi first time fli us airway go forward probabl take busi elsewher,0
loos lot busi use barclay cant believ cant appli card live iowa,0
re accommod dsm flight tonight delay myrtl beach now flight dsm back tonight,0
far gotten six differ answer,0
oh certain now two pend transact bank account realli happi charg doubl,0
go hear friend pleas wait repeat hold transfer idk,0
captain turn seat belt sign peopl can get walk around good,0
sorri well hrs without bag get straight answer call today,0
yall need work onlin checkout system two bank transact one ticket bush leagu yell dev,0
wish way now problem wdeicingthre amp hour delay far amp sill sure take,0
ran usexpresspsa worth damn stuck horribl clt now,0
run piec shit airlin thank ruin aa,0
¡° appreci shoutout roberto dm confirm code can forward ur kind words¡± confirm code,0
final back board door close reopen need fuel think someon wd thought earlier,0
secondari screen piec plane miss anyth want tell us,0
sit tarmac pit min announc just sit,0
appreci actual monitor twitter pleas pass along feedback tri call time day,0
cant help frustrat hour call u end disconnect answer especi div pref member,0
think ever us airway flight went smooth,0
pleas improv phone system go multipl prompt amp menus just told call back late flightr major fail,0
servic leav lot desir flight earli short staf mean wait tarmacthank,0
late flightr flight charleston leav flight schedul earlier wrong,0
delay cha miss connect charlott lga good,0
ad seven hour day far want take odd bag carousel kc notcool,0
miss uncl funer hope can find anoth flight consider,0
last flight cancel flightl disappoint,0
just lost faith custom,0
time one abl help,0
marsha m myrtl beach greatest deserv respect prais thankyouforeveryth,1
serious attend go awol min now flight delay lite match either httptcomtsplmv,0
join silver prefer heard custom servic great piti misguid,0
just bad practic disappoint airlin preparedhonest last time fli guy,0
well worthless regular servic bunch noth idiot suck,0
chang well late flightr find flight schedul readi,0
cancel flightlat delay caus miss connect flight anoth night home thank pathet,0
understand issu creat new flight without personnel chang plan accommod,0
thank now just need locat luggag,0
depart yet get high hope everyth schedul far,1
thank show interest greenvill sc,0
app suck ball compar,0
usairway flight late flight get charlott miss connector phoenix thank last time ever fli usair,0
admir club clt rude ignor front desk staff fallen farthank doug parker,0
clt jfk nasti plane dirti seat amp floor rude flight attend hope aa can get clean disgust vile,0
paid ticket th still say pend normal just want money account,0
ok thank told ground delay due snow,1
made cancel flight car reserv came money reschedul time without crew,0
flight cancel flightl yesterday move today stop dc flight delay due lack crew us,0
dont think alreadi said one respond auto respons wait auto respons,0
first class way head httptcokdmqjp,1
start tri reach real person hour ago still luck,0
us wife boston say snow right now,0
tri call custom servic line kept que min pleas hold care,0
see now lie auto respond insult email suck,0
pple great job w mad howev system need help appreci hard work amp push b better,1
thank give away seat anoth fine job httptcoribqrcyd,1
can stuck plane due snow boston actual snow boston usair flight us,0
wait desk hold min countingphoto desk agent phone flatter,0
thank,1
cancel flight flight time past day experi worstnev,0
thank betti work gate ilm love gate agent clt help get home phx tonight instead tomorrow,1
realiz weather day day flight keep get cancel flight pleas priorit ur passeng help,0
help get respons usairwayssuck,0
team back home luggag wet part damag happi blizzard,0
surpris quick respons time thank,1
stop cancel flight flight provid real help custom strandedinnashvill,0
strike lost bag two theworst,0
cancel flight trip la bc weather easi us air make pay use credit never,0
point baggag claim ticket scan track,0
access dividend mile week autom phone keep tell call back late flightr frustrat livepersonpleas,0
even track bag see like disappear,0
get ahold anyon speak miss mile month sinc travel amp submit twice onlin,0
sit plane minut say anoth minut someth paper work suck,0
gonna better day call call separ occas past coupl week never get person,0
spent room amp transport whole flight,0
ask reimburs mayb mile ad account inconveni money spend,0
ask reimburs someth like mile ad account told call custom servic,0
come home day late flight find guy lost luggag,0
doubt gate x cluster everi agent encount saw includ one outright rude just put,0
spend cost flight just get free room transport airport,0
voucher give us hotel useless call number say room avail expect,0
mad even believ guy cancel flight connect flight leav first stop amp give useless hotel voucher,0
prioriti made consid pend snow storm delay flight hour amp half like answer,0
experienc defin custom servic flt flight attend will follow passeng bag charg,0
done everyth still luck find bag understand bag misplac upset,0
wasn¡¯t q thank wonder ¡¯re one disguis call httptcouhuwuosc,0
turn difficulti past loyal custom aa platinum flyer usair unhelp,0
yes nvr fli w miss con flight bc coffeemak ft see father be put coma,0
minut put tsa number ¡­ mins¡­ stop hold peopl hostag requir dividend mile acct,0
go though entir process just get peopl phone usairwayssuck,0
realli mean usairwayssuck,0
thank can help remind agent ok ps heard rumor stream wifi tvmovi servic might instal,1
nope done suppos get home pm get home midnight neveragain,0
way assist actual answer phone,0
kill give second bad muzak instead constant commerci hold,0
kill let put tsaprecheck number reserv,0
kill let mile expir,0
kill let know mani minut might hold,0
total happi,0
sent letter letter get back noth form letter half bake repli usairwaysssuck,0
least comfort thing pilot sit stationari plane hour realli know happen,0
thank,1
number cant wait usairsuck,0
call cant wait see anyth happen servic realli sucksusairwayssuck,0
also appreci hashtag lucycat,1
hate delay tri httptcostktjxan although sure timbit,0
big fail curbsid baggag pittsburgh charg dollar bag,0
hope thank help travel halfway across globe just want suitcas,0
consid honor origin fare price tri flight book problem ticket,0
book award ticket recent now ticket less mile contact without use onlin form phone,0
best follow pleas,1
pleas reassess busi practic goal passeng plane littl possibl,0
ok just know like never book,0
follow complaint procedur get run around servic suck usairwayssuck,0
mind wait mind wait plane airport room know food,0
appreci howev system tell call back late flightr end call need repli thank,0
board ppl plane b turn deic ppl wait hour long process,0
tri use twitter also gave help inform thank anyway,0
sure sincer apolog disappoint custom perspect want loyal custom option,0
yeah know now spend almost dollar ticket sinc price gone week,0
yeah either refund money free round trip compens troubl put,0
incompet airlin everi day just day end y,0
ticket number transact still pend,0
famili longer get earli board young kid american new parent give us,0
patient origin now,0
agent say,0
laguardia jfk charlott idea now tho,0
said meal flight airlin serv food anymor updat polici,0
nd person call ask catch name reject request,0
must nice take custom servic phone hook fendforyourself,0
link broken onlin baggag locat alreadi tri gave use inform,0
spoke phone time resolut still wait get money back now price jack,0
thank reach gold div kj flight chang confirm dnxv,1
strand philli starv get meal voucher even though plane mechan issu next flight hrs,0
hold hourconnect wrong depart autom systemtransf now anoth min amp count,0
yes flight attend wonder btw secur tray tabl flail httptcojhxwmutxg,1
link work tri track bag sever time still clarifi,0
thank seat next hot athlet flight signific better now,1
thank way get bag now thank number,1
guy pleas send servic agent gate b philli peopl miss connect,0
spend hour hold,0
flight arriv late flight leav passeng connect,0
last time check bag sever damag one answer baggag call line status chairmanlov,0
crazi spoken human yet better way httptcomeoalcipdd,0
got home hour suppos live airport offer monetari assist,0
tri day get hung get prompt,0
option call back just sit burn minut wait error fix,0
day hour hold day charg doubl flight even fix worst servic ever,0
tri call day everi time system overload disconnect realli global compani help,0
also famili crisi amp charg full price flight plus chang flight even emerg,0
apolog,0
thank sad talk real person amp kept get disconnect autom msg,0
flight today show time onlin abl check call amp told cancel flightl put hold hr ago help,0
new tag line got aliv,0
day row call still get anyon phone actual employe,0
compani see passeng custom just,0
way someon contact agent avail need help flight book problem award flight,0
flight delay hour reason given sure love fli airlin whatajok,0
got home now just need bag direct desk number savannah,0
hope last spoke baggag team sure citi bag,0
thank busi time,1
flight delay rerout much sorri inconveni check agent notimpress,0
min delay thank mainten issu thank wast day,0
one complain much realli hour minut still noth agent agent httptcoqsbdavuy,0
thank,1
thank crappi hotel food taxi bill follow standbi cancel flightlat usairway,0
hey book flight isabell gramp boston lax said charg credit card transact go,0
amaz follow back pleas,1
hold divid mile servic desk minut hung first time,0
useless airway day tri get home standbi result cancel flightlat usairway,0
vacat get cancel flightl hold minut still havent talk anyon failur httptcoefphishb,0
respons day thank,0
never travel insan storm inevit make us hold just add lap child badservic,0
word flight get dfw near futur stuck plane gate hour,0
thank much,1
littl help us husband hold hour someth take minut complet,0
might need plane get somewher just rememb choic makeovertimecustomerservicepleas,0
still get travel day ridicul donthavehighhop,0
spf record error caus email norepli go spam filter dns admin need fix,0
best follow pleas,1
seat next b flight seattl tray tabl fall httptcohajlkqjw,0
nd time occur week patient choic antitrust issu,0
vacat budget blown bc lack communic usairway never use refer anyon,0
credit bank account two day work miss cancel flightlat,0
need rebook need know polici,0
reflight book problem necessari afford deal kind unprofession howev like type credit,0
stand one say anyth like miss flight bwi httptcojhaukyv,0
useless tweet ever seen,0
got worst servic ever seen airlin cancel flightl flight rude employe current flight delay,0
go make wait long phone line can help part problem,0
now hrs wait anymor hrs noth now frustrat usairway httptcobuwjtvuwkm,0
call day get thru secret method can use result hang,0
polici chang flight differ date flight delay,0
twitter reserv connect peopl want reserv duh,0
still air deic plane miss connect custom servic help hope catch next flight,1
usairway unaccept holdtim realli httptcouppabxrq,0
push rebook number,0
tell flight clt srq wait,0
lost bag baggag handler broke open bag stole camera,0
grade trip flight timeli cancel flightat custom servic flight attend,0
thank mean lot verbal cuss charg extra bag amp told feel like deal,0
stuck cae need reflight book problem next flight possibl dm info,0
useless amp rude employe ever philadelphia airport never fli,0
work hard make sure thing flow smooth keep posit,1
board now yet depart thank respons,1
total understand weather just frustrat thank,1
tell get pleas,0
realli need back home yesterday work am today plane sit hour peev,0
gate agent now work everyon resolv connect flight issu concern,0
flight place origin flight charlott cancel flightl now hr delay,0
thx gate agt john pascucci find us flight clt pvd origin one cancel flightl httptcoyiwlhqhzgp,1
st reaccommod now delay flight one amp gate agent still mumbl word folk get anxious,0
best follow pleas,1
pleas go check process use mco absolut disast,0
phone talk real person,0
week sinc took money left us strand hour home rent car still help us,0
gave httptcoedgctbl,0
hold one hour four minut reserv line can possibl busi way,0
lack communic offic custom amp yall never updat ur system u guy establish mess,0
u guy get much mani custom fuck bad u,0
provid best logist experi peopl india mumbai surat navimumbai,1
last night charlott nc serious debat never fli minut tarmac connect leav,0
great still help,0
hope weather delay help rerout lodg non stop way go,0
rerout bos jax via dca clt instead forc overnight passengerslos,0
appreci hard work still gave gthour,0
luggag delay look compens sinc know charg forgot,0
strand cold texa get sick overbook flight gave seat away gooutofbusi,0
worst experi ever unabl help phone told last min cabin crew unavail flight never usairway,0
thank ¡° weather disrupt caus crew run late flight sorri delay flight¡±,0
minut delay absurd feel free provid credit httptcoekejbv,0
fuck,0
even dime free ticket worsttraveldayev,0
disappoint make arrang amp sleep toddler zero assist usair madden,0
thank see agent unhelp got voucher other unexplain reason,0
min schedul departur still sit termin communic love httptcopkaxunyfn,0
day disast rude employe help amp now hotel fli amp fli alot dallasraisenow,0
travel year old appreci hold end good busi host us unanticip layov,0
miss flight connect due flight attend delay yet voucher part fail,0
cours never tho thank tweetin ur concern doin anythin fix happen choos wiser next time,0
absolut knew tri blame weather deni us voucher phoenix total fals crew issu,0
half inch snow charlott overwhelm,0
alreadi file report person airport howev idea even track number,0
alreadi call option flight reimburs never unreli busi travel,0
save grace flight attend dalla amaz wish transfer delta see,0
link lead websit open cell phone good job shock airlin fold,0
flight us got cancel flightl due lack flight crew told reimburs hotel contact,0
need apolog just unfortun situat date land suppos land,0
minut mean public transit home expens cab promis make,0
sister suppos leav go back al get nc now kid neverflyusairway,0
just realli drunk someon stop serv,0
best airway follow pleas,1
hr flight delay delay land even real life get plane wanna go home heel click,0
flt ground gate us dca happen,0
shout redhead gate agent flt dca chs tonight get name great,1
sick live airport getittogeth,0
now jfk baggag offic actual run paper hotel voucher thislinehasntmovedforanhour,0
dude name shaquill desk charlott incred profession help vs crazi angri peopl tonight,1
realli u gave scotch rock control drunk let sister chang seat group,0
awesom usair tysvm lt,1
thank,1
love great peopl work organ,1
jfk baggag offic open help rebook us cancel flightl flight dca shame,0
hey let flight get gate hour late flight fate dozen kid board,0
flight updat help wait min arriv wait plane leav gate can write,0
tyvm usair happi night lt,1
thank hectic everyon action repres compani well imo,1
mr husain u shld protest well one ur parti member rehman malik delay pia flight hour,0
good hold hour xday sinc sun book way flt dividend mile agent send hold hell furious,0
sure question still remain found crew come flt tks,0
impress airlin feel lot better fli upgrad first class tomorrow,0
glad home great peopl got home safe sad other get back bc schedul problem,1
updat hrs delay obvious isnt date havent board httptcollwjazioa,0
may suck fail,0
whole handl jokeboston logan one littl old ladyon handl custom httptcodhrfuijyp,0
appreci respons,1
hold let use companion voucher onlin httptcodphqrgkdoa,0
one help never fli airlin neveragain spreadtheword,0
hour hold give borrow phone longer hour,0
sit charlott airport hour wait crew now mainten neveragain,0
delay flight time cancel flight angri rude worker now provid help servic,0
daughter strand charlott us airway cancel flightl flight tonight complet dissatisfi,0
thank kevin team fish phl great servic recoveri tonight appreci,1
commit excel b prais can get wrong citi day late flight right one day late flight customerservic,0
car servic hotel food hotel cost bc cancel flightlat fall custom last minut notif,0
amaz lack communic passeng,0
told csr close acct care less,0
bewar barklay bank terribl cust servic assist know go bad written book english,0
call weather act god refus help wife kid sympathi,0
bad weather mean bad servic,0
stuck charlott treat like nobodi staff,0
flight keep get delay cancel flight inform worst custom servic ever,0
reserv sync mean hold w custom servic min want idea,0
sit throne lie,0
bag call noon promis today like updat like websit promis need bag,0
flt tampa clt late flight gonna miss conn bos can,0
flight final air enough food feed custom movi entertain hr flight,0
thank help left messag dca lost found finger cross find,1
worst airlin ¡¯ve ever flown guy treat like garbag today,0
water flight dca first time ever seen happen executiveplatinummeansnoth iwantcoffe,0
voucher past trip delay thought talk someon phone use true,0
help believ take full fare first class gave away platinum member profit,0
hour hold custom servic without anyon answer ridicul,0
delay three time now final board wait minut now told plan complet power,0
hour hour four hour like joke,0
thank trip screw ive move meet dinner im still nyc yet,0
dont need check status flight plane door malfunct get togeth,0
freak fact fix engin charlott orlando longday,0
told record refund can someon pleas help long day,0
tri speak multipl peopl reserv desk min hold waivethefe poorcustomerservic neptun,0
put back hold now hour complet unaccept,0
stop repost autorespons return flight home imateach couldnt get rsw neptunewaivethefe notmyfault,0
contd put pm flite tonit think now worst custom servic ever u need fix,0
thank glad head home great peopl call center,1
thx repli tri get thru mani time amp vmail peopl hang us talk techcontd,1
flight book problem cld just time select manag flight book problem month now email respons help,0
ha fun,1
ur servic shitti pilot never show wait hour anoth pilot suppos come cancel flight,0
fli high thank,1
ticket couldnt use bc unabl get depart dest rsw bc blizzard bos told way use credit fine,0
cant get reserv can take look hour hold time reason industri,0
hour hold oh wait less minut useless csr talk put back hold last minut,0
thank better gate agent c charlott board flight,1
flt clt day suppos depart still crew schedulecontact pilot,0
ask ice attend snap dont ice cart min late flightr cup ice peopl row ahead,0
thank,1
wait callback eight hour much longer,0
half hour hold hope feel good steam pile shit paid far much,0
redeem flight call negoti thank lord head home,0
total bs offer pay full first class airfar told sold seat gave seat other crap,0
hold u min wast time amp appreci wheresthecustomerserviceat httptcophiifnjit,0
us gate open min wait great way finish hour delay arriv,0
strike strong suggest live tweet ordeal media team appreci updat,0
flight first hour wait deadhead crew deadhead crew take overhead bin space pay custom annoy,0
weather mess south miss connect clt impress though cust serv phone rep today,1
realli middl initi versus middl name els spend time comput issu,0
disappoint allow chang seat check earli onlin flight tomorrow morn,0
reserv number none hungari phone work make difficult,0
week refund ticket total unaccept fix put blast social media tv,0
yes can pay pocket us help loos first class ticket coach want resolut comp,0
frustrat day flight home chang airlin thank phl usairway employe amp help get back iah,1
staff member look like two head check websit httptcohhcti,0
flight brother rebook abl give info phone get pass club,0
flight thank,1
flight delay hour deadhead crew let make pay custom wait great servic usairway,0
ur go charg wifi make sure work brutal dialup b time thing load theend goodday,0
anyon work today anyon want pick phone,0
hold minut lack qualiti servic nobodi care hate shitti airlin,0
strand phoenix w broken foot flight fd sunday sickcrew cancel flight mechan flight today,0
best airway follow back pleas,1
rude arrog gate personnel uncal unprofession theworst,0
wont waiv fee flight cancel flightlat due neptun use credit fee couldnt reach destin notmyfault,0
thank thank accommod,1
amaz best follow pleas,1
feel helpless tanpa airport can talk someon flight delay time need help miss connect prob,0
waiv fee due neptun use credit wo pay fee couldnt get destin use tic waivethefe,0
wonder lowest rate airlin america shame usairway,0
even still busi tri call hour pathet,0
thank,1
wow airlin joke absolut horrend custom servic guy asham,0
flight cancel flight neptun get destin notmyfault waivefe ripoff poorcustomerservic,0
best airway follow pleas,1
can waiv fee time cancel flightat can waiv futur date usairway ripoff poorcustomerservic,0
flight sit jfk delay hrs employe load bag terribl,0
rebook handl unprofession cancel flightat happen disorgan uncal,0
now call time last three day unaccept will wait hold option,0
amaz best follow pleas follow back,1
hold hour need rebook flight pleas help,0
o us left coat luggag anticip cramp overhead bin,0
travel around world end year number good,0
know tri call confirm call go thru can let know,0
can get free wifi sinc flight cancel flightl,0
rebook suck big time crappi layov custom servic subpar,0
send thank employe freddi phl admir club east allow give day pass sibl stuck today,1
done sad flight clt gotten ind today head back tampa tmrw,0
hold min listen shitti ad repeat credit make hate airlin even better,0
way wether delay yet love charlott ice storm good luck mad custom,0
pleas staff flight appropro entir flight delay fa isnt shouldnt left delta,0
tooooo mani cancel flightat chain command hate now,0
cancel flightl flight refus give voucher despit flight day neveragain,0
just think stay w airlin amp reschedul flight absorb fee cost flight,0
u guy choic,1
thank,1
¡¯m cool weather delay etc lie deceiv passeng keep chang reprehens yousuck,0
just want get home wednesday joke hrs cancel flightlat delay enough,0
drink voucher next flight winkwink,1
nice touch use first name intim file claim soon reimburs us airway day,1
airlin embarrass get bad weather fault respons wors,0
updat flight orf phl one gate,0
yes work firefox can everyth finish purchas button turn gray never submit coupl week now,0
hour late flightr flight cancel flightl gotta work intern communic skill,0
horribl experi fli montego bay philadelphia check golf bag constant sell flight,0
told gate open ord need wait min still wait min,0
sign board can pleas get anoth updat,0
still get real person phone book flight readi just go jetblu sinc care usairwayssuck,0
miss flight reflight book problem x just walk onto anoth flight phone still seat,1
great job communic passeng flight exist anymor httptcohlzahxkdsn,0
thank travi phl east checkin know baggag polici ski amp boot count teach mgr know,1
thx respond bag came mad rush toward end jetway¡ª just put thru baggag claim,0
usaa flight arriv dca wait gate apx hr now updat,0
agent reserv contact instead ask wast time sit phone hour,0
believ keep custom happi especi mistak made part,0
rep min said help transfer dividend mile custom servic,0
right amp away,1
custom servic stink tri book flight hour now keep get hung usairwayssuck,0
flight sit tarmac dca now wait gate can just use anoth gate,0
hope flight delay flight attend come work nobackup,0
made us miss flight first class now even enter admir club happi dm fix,0
can pleas dm flight delay go clt forc miss connect lga pm,0
hold hour know just keep money,0
charg chang flight rip reason hand amp want reschedul flight juli,0
flight leav even begun board yet pleas updat websit asap,0
anoth sent wrong lineoh kiosk work thank,0
also employe less help check bag two just left desk complet,0
phone number gate gave work either custom servic phone number,0
site clear explain allow carri allow pit bos make sens,0
never life dealt poor custom servic irrespons staff lack care lgaiah day baggag nc,0
thks tip seem like workaround rather customerfriend solut easili access email,0
thank much stress day,1
futur better harsh weather prepared plan much staff call everyth snowbal,0
want call use internet make reserv site work chrome sever comput,0
wait luggag flight delay,0
pleas updat websit current flight status updat custom servic phone thx,0
flight book problem flight use credit previous cancel flightl flight get thru phone book onlin help pleas,0
absolut staff amaz,1
horrend pull shit togeth,0
haha inde great day,1
want money back now sit runway hour delay wait baggag begin load,0
gate agent gonna tell flight time minut past departur time previous flight plane,0
aforement pilot sure want merg patron hit hoodlum httptcoccefapl,0
thank tri said anywher els tri,1
best u might get refund within bill cycl month u guy ask anoth chanc done,0
day cancel flightat driven airport differ state spent gas flight,0
whole team abl put carri on plane,0
custom servic finest,1
speciifc email charact limit complaint aaus custom complaint adopt twitter model,0
pleas hog next flight wait bus get one plane can run leav two min,0
fabul thank much look forward take sky,1
r rebook got conflict info abt baggag y extra plane batteri hand y comp admir club hr wait,0
tell tell can actual reach someon mind put hold even,0
miss funer take train back newark,0
joke compani today remind never book,0
¡ª except servic flight ind phx,1
nice take flight level consist servic flight attend qualiti control,0
travel pwm atl sunday flight got cancel flightl new flight cancel flightl got disconnect reflight book problem,0
believ serious accept time expens name fault,0
cust serv rep unabl chang reserv system check unawar cancel flight got word night,0
issu peopl r nice storm email wrong phone number auto rebook flight non connect citi,0
miss reserv due cancel flightl flight make right give first class tomorrow make custom happi,0
consol bag somewher els real impedi go differ vacat,0
tip get hotel airlin get us even though told make flight,0
book flight yesterday didnt receiv email confirm dividend number regist pleas help,0
crew keep safeti top mind clt httptcoayosjhzmc,1
